HoV,CAOLH_SumFlow,CAORH_SumFlow,LAOLH_SumFlow,LAORH_SumFlow,MIXP,AMBP,AMBT,R600_HD,R610_HS1,R611_HS1,R612_HS1,R613_HS1,R620_HS1,R620_HS2,R620_HS3,R621_HS1,R621_HS2,R621_HS3
CGAN_ASD554,257.65518,274.11017,157.21404,156.99367,3183.964,100801.89,295.4892,153.35043,142.32495,151.9508,126.27114,128.03992,74.89108,38.009384,113.0797,74.966095,37.95662,112.89853
CGAN_ASD555,192.6672,200.59666,118.02919,116.273224,1818.5021,100572.414,294.12796,153.12791,142.53249,150.55487,125.15621,127.63785,79.01233,38.97498,113.04319,77.99431,39.00876,112.98955
CGAN_ASD556,236.29092,243.16768,142.60513,140.98854,2644.5718,101766.2,292.7911,153.34155,141.4891,149.9633,124.30317,126.45485,79.05009,38.999794,113.0224,78.03394,39.02873,113.00613
CGAN_ASD557,267.04788,274.37112,167.23349,159.89462,3499.8237,102036.766,298.64673,152.37247,139.21062,147.46007,124.58223,127.13337,79.16269,39.056183,112.99506,78.11648,39.07132,113.03621
CGAN_ASD558,183.15231,193.29607,113.71666,110.42555,1509.7189,101940.78,296.10684,154.99399,136.40805,143.29121,121.005554,124.53758,75.05155,38.019463,113.01991,75.11377,38.022423,112.97076
CGAN_ASD559,221.51643,235.37639,134.27118,135.37198,2302.4175,100311.055,294.24078,155.59123,137.30595,143.9254,121.8759,123.55732,74.821075,37.96454,113.09682,74.93152,37.952618,112.87579
CGAN_ASD560,256.949,271.4599,164.47305,155.53006,3383.0789,100682.32,300.62064,153.70961,135.60031,144.67015,122.85699,126.87601,74.98343,37.974422,113.063644,74.93741,37.95814,112.99027
CGAN_ASD561,185.43497,198.50438,116.76215,114.57372,1708.6083,100927.36,298.89844,154.18259,135.77039,141.91753,122.15463,124.6709,78.95525,38.991142,113.02945,77.91638,38.957977,112.96031
CGAN_ASD562,231.20898,241.50656,141.60086,139.80077,2597.5754,100080.59,293.94153,153.05429,138.0895,145.06209,122.4061,124.55509,79.08611,39.02004,113.03306,78.032166,39.02191,112.970345
CGAN_ASD563,263.84265,272.71255,165.93504,158.40324,3403.879,101516.586,297.50803,152.82637,134.79031,142.67038,121.319305,124.17548,79.22743,39.053688,112.99659,78.111626,39.054016,113.02582
CGAN_ASD564,182.7061,185.85136,110.780945,110.197014,1526.1943,101262.92,294.06256,155.05258,118.04247,121.581795,109.35296,111.237656,74.87448,37.9171,113.04796,74.87941,37.93688,112.95704
CGAN_ASD565,216.84286,229.00208,133.22029,133.45265,2193.501,100577.64,294.29825,157.48994,117.90711,121.10169,109.81653,111.0399,74.55954,37.89641,113.070854,74.77381,37.870876,112.90492
CGAN_ASD566,253.12259,258.10577,154.53207,152.8359,2918.2766,102864.85,294.05634,158.28114,114.39811,118.02201,107.11991,109.68921,75.150345,37.989815,113.00914,74.92886,37.958805,112.989044
CGAN_ASD567,188.42372,198.72264,116.281586,118.52742,1785.1688,101327.53,297.65686,154.75476,117.808334,119.651085,109.29932,110.712326,78.7463,38.9685,113.03981,77.825584,38.906193,112.94727
CGAN_ASD568,225.09052,235.26675,140.6498,140.14174,2595.5852,102585.414,299.34018,155.14415,115.9361,118.326744,108.32477,110.01858,78.77331,39.00104,113.00838,77.86108,38.92444,112.97907
CGAN_ASD569,259.5102,266.8157,160.34854,160.58505,3319.447,102629.734,299.83063,154.58046,115.425285,117.5113,108.63143,110.041306,78.759995,39.02881,112.98054,77.85433,38.931305,112.97967
CGAN_ASD570,190.46191,200.58739,117.86907,116.85324,1648.0977,103176.85,294.5567,157.04549,133.0173,139.43102,118.63278,121.24656,74.84731,37.993217,112.984604,74.90421,37.96381,112.96762
CGAN_ASD571,222.61743,234.57137,137.90137,135.03508,2432.1655,100593.09,296.24796,154.69968,134.72351,141.86244,120.859024,123.58514,74.86045,37.94394,113.07394,74.901596,37.942207,112.93613
CGAN_ASD572,257.13547,269.78522,159.6364,155.75389,3200.37,101585.336,296.7156,154.61134,133.43884,141.69562,120.55548,123.447235,74.9841,37.98875,113.04905,74.94973,37.955456,112.96661
CGAN_ASD573,187.11797,200.11276,117.74327,115.71002,1743.9535,100873.73,299.7346,153.97281,133.68245,139.49214,121.19522,123.67386,78.87077,38.977936,113.0195,77.854706,38.931282,112.96503
CGAN_ASD574,228.00806,237.09451,143.00795,139.441,2707.5417,102839.94,299.48663,154.00453,131.01149,136.75142,118.69069,120.67947,78.957,39.01787,113.01844,77.99432,39.006485,113.00313
CGAN_ASD575,265.52966,271.34537,165.21707,158.90463,3390.5286,102985.195,296.64774,153.41136,131.13,138.99556,118.63552,121.345535,79.06208,39.013195,112.98001,78.004814,39.007885,113.052124
CGAN_ASD576,182.58826,194.73293,113.65187,112.90883,1512.8441,102037.38,295.4051,156.97684,129.9052,134.76115,116.91029,119.915405,74.99147,38.016247,113.00947,75.042915,37.99275,112.96018
CGAN_ASD577,224.1082,232.91252,141.80473,135.25488,2472.2236,103038.055,297.1248,157.04146,128.35306,133.67717,116.51276,119.98546,74.997665,37.942287,113.036415,74.90184,37.969948,113.007126
CGAN_ASD578,260.74692,269.25574,162.00316,156.58984,3197.9336,103190.13,296.15524,156.5444,127.72908,134.7203,116.324196,119.747665,75.14921,37.99804,113.02001,75.02703,37.993046,113.01763
CGAN_ASD579,190.71053,200.74658,117.07657,117.45573,1782.0237,99883.914,294.75848,153.72394,133.2333,138.55508,118.96799,121.126144,78.919525,38.9766,113.0482,77.93153,38.965206,112.95458
CGAN_ASD580,228.24358,240.49597,144.67879,140.21507,2698.4666,100828.65,299.0745,154.0157,129.63579,134.9707,118.05736,120.46477,79.07097,39.02357,113.02199,78.00125,39.002026,112.979965
CGAN_ASD581,265.9668,273.3774,165.55713,162.35509,3471.169,102931.46,300.06705,154.24963,127.17256,131.96129,116.652435,118.39878,78.94049,39.049583,112.986275,78.00012,39.009727,113.00982
CGAN_ASD582,186.10674,196.37326,114.30632,114.298,1492.4584,100984.32,294.09235,158.32466,128.98656,133.34502,115.7158,118.2496,74.80682,37.950603,113.04538,74.91965,37.952084,112.926674
CGAN_ASD583,222.2693,235.51945,143.7661,135.7065,2530.6797,100923.52,299.47275,157.49498,128.2127,133.44344,117.19021,121.09794,74.82979,37.904152,113.06835,74.738365,37.914616,112.9814
CGAN_ASD584,257.6126,271.8258,159.94836,157.88115,3123.5325,100580.76,296.19223,157.72035,128.5841,134.86096,117.36825,119.97796,74.88121,37.964767,113.05731,74.85391,37.921074,112.93871
CGAN_ASD585,193.21902,201.63194,116.89702,119.018585,1767.9907,100887.12,293.58096,154.77829,130.83842,135.78131,116.898735,118.70744,78.76679,38.952656,113.04223,77.86156,38.935844,112.96176
CGAN_ASD586,232.72359,241.48444,142.33034,141.44496,2575.894,100034.836,293.49728,154.10521,131.58669,137.47327,118.13689,120.379974,78.920944,38.984104,113.01233,77.90562,38.959904,112.982635
CGAN_ASD587,266.3498,275.24216,163.03621,161.64207,3273.9712,101271.07,293.07266,154.41199,129.83504,135.67732,117.20727,118.898636,78.75581,38.97642,112.9904,77.76624,38.92318,112.9923
CGAN_ASD588,190.82649,199.64818,115.48347,113.030106,1608.2811,101381.164,295.73108,153.70541,145.73042,154.94295,127.71933,130.19699,74.73989,37.95077,113.03915,74.94529,37.97624,112.95999
CGAN_ASD589,226.3987,238.36902,144.5429,134.31311,2647.358,101717.15,299.6323,152.02678,145.77647,156.84686,128.83228,133.23444,75.0943,37.98626,113.04627,75.082596,38.01751,113.01219
CGAN_ASD590,265.3798,274.77237,166.5331,157.3905,3452.1816,103950.266,298.6306,152.8909,143.97014,155.02989,127.61206,131.6231,75.2623,38.03287,113.02388,75.18763,38.063957,113.047
CGAN_ASD591,189.61623,201.1315,118.68674,115.177765,1711.4116,102294.81,299.05746,154.25583,143.09647,151.63344,127.31381,130.16331,78.90875,38.987026,112.9956,77.90682,38.95948,113.00212
CGAN_ASD592,239.24503,249.68633,143.19183,143.38203,2665.6323,101138.21,292.51605,153.7689,145.75127,153.69258,127.08841,128.52515,79.06831,39.02461,113.04671,78.07962,39.058872,112.9643
CGAN_ASD593,270.56732,282.43265,167.34993,161.90906,3457.287,100786.84,295.48602,152.84921,144.45712,153.04723,127.648735,129.64212,79.21776,39.059628,113.02078,78.1163,39.082405,112.99194
CGAN_ASD594,186.88445,197.2091,118.76271,113.26902,1637.9171,101128.79,297.77408,155.46765,133.50339,139.02437,119.82009,123.36579,75.01302,37.99923,113.02866,74.96934,37.98696,112.97041
CGAN_ASD595,223.94278,233.66823,142.6316,135.56915,2500.3972,103946.03,297.3634,157.04265,132.00325,137.34087,118.989525,122.246765,75.28185,38.023174,113.02678,75.08575,38.05638,113.01621
CGAN_ASD596,259.9411,272.09256,163.2791,157.11282,3271.2852,101738.336,297.67868,155.66684,131.65668,139.65884,119.63324,123.12819,75.02865,37.978115,113.03927,74.9481,37.960747,112.99655
CGAN_ASD597,188.03221,201.39378,118.24881,116.74512,1733.0085,101002.68,299.72992,154.88344,132.15807,137.40219,120.2692,122.637596,78.85708,38.973766,113.01892,77.846825,38.92367,112.96204
CGAN_ASD598,230.07957,239.52625,143.95432,140.10669,2667.3564,101479.555,297.5188,154.29765,131.5062,137.60834,118.9161,121.25258,79.036545,39.010387,113.01481,78.00786,39.00545,113.00365
CGAN_ASD599,268.54358,277.83276,163.89511,162.38309,3325.5195,101400.78,293.19638,153.99959,133.19612,139.62807,119.51583,121.10826,78.81537,38.986996,112.995636,77.81445,38.94928,112.9923
CGAN_ASD600,185.53098,200.01622,120.853836,114.31064,1750.8965,100797.086,300.06107,154.73502,132.70395,136.88324,119.661224,123.158226,75.43633,38.1372,113.03192,75.19201,38.093273,112.96293
CGAN_ASD601,224.33156,233.43979,142.33374,135.42165,2485.639,103340.586,297.2474,156.96393,130.71109,136.28917,118.1505,121.58985,75.11144,37.973217,113.03123,74.98002,38.00622,113.01367
CGAN_ASD602,258.25937,272.60934,158.30627,158.19737,3118.4307,100671.85,295.23474,156.47218,131.8408,138.78677,119.38961,121.435005,74.86104,37.979156,113.05885,74.873825,37.924755,112.9209
CGAN_ASD603,188.46619,198.8547,116.519554,116.45963,1746.1123,100607.54,296.39972,154.44609,133.03897,138.39633,119.2872,121.441925,78.906944,38.98549,113.036354,77.93285,38.966557,112.964935
CGAN_ASD604,232.0252,241.57372,143.82617,140.83098,2644.9822,100113.914,295.6686,153.6461,133.05792,139.41348,119.71446,122.2445,79.085464,39.01048,113.01307,78.014534,39.00418,112.99434
CGAN_ASD605,266.93002,273.2915,165.84705,160.5416,3390.358,103308.07,296.70618,154.45508,128.50447,135.59966,116.8251,119.38126,79.03978,39.015255,112.97586,78.00025,39.00026,113.04942
CGAN_ASD606,185.47772,194.89233,116.202286,112.238335,1564.0061,101274.695,296.55304,155.97392,132.06512,137.3327,118.44306,121.80198,74.921135,37.96279,113.03996,74.93768,37.9669,112.959496
CGAN_ASD607,224.66357,236.54807,142.64221,135.96031,2552.3223,100417.14,298.30927,155.30177,131.6683,138.58669,119.33916,123.0209,74.93546,37.936058,113.06829,74.90897,37.948383,112.97311
CGAN_ASD608,258.93045,273.13342,164.04338,157.38245,3323.984,100667.8,298.80722,155.11646,130.92961,138.93399,119.56546,123.1348,74.98337,37.974922,113.053955,74.91168,37.941174,112.9804
CGAN_ASD609,191.93666,199.79817,117.10552,117.55251,1794.0781,101212.305,294.47223,154.08585,132.94766,138.63661,118.50686,120.51065,78.83038,38.961414,113.043594,77.90372,38.956226,112.97435
CGAN_ASD610,229.54752,240.16666,144.71628,140.22298,2695.877,101214.06,298.23077,154.07314,130.79059,136.66273,118.6197,121.02356,79.02866,39.010395,113.01904,77.982285,38.9972,112.99207
CGAN_ASD611,266.57928,275.63953,167.42305,161.88461,3485.524,101856.64,299.4901,153.66455,130.09871,135.98703,118.722046,120.992935,79.03019,39.043777,112.99104,78.00693,39.0154,113.009605
CGAN_ASD612,185.96603,196.27495,116.43041,112.49018,1545.816,102034.98,296.5603,155.76695,136.53394,142.76208,121.423355,124.88257,75.15432,38.0496,113.00848,75.11562,38.036938,112.97434
CGAN_ASD613,228.77943,236.91951,138.43625,137.60585,2354.4692,102620.32,293.44855,157.15015,135.26694,141.83289,120.231,122.71412,74.95134,37.95878,113.05253,74.98903,37.98245,112.95389
CGAN_ASD614,261.52734,273.40955,162.30197,157.77737,3231.0168,102353.055,296.3479,156.02734,134.49837,142.75995,121.06834,124.142654,75.03273,37.98763,113.0414,74.98225,37.97616,112.98306
CGAN_ASD615,191.06406,201.19217,117.811295,116.93667,1771.3804,99664.72,294.6321,154.08759,138.68727,145.12172,122.7926,125.1321,78.97761,38.97873,113.04886,77.96277,38.989063,112.9626
CGAN_ASD616,232.01923,240.01428,144.2285,140.7963,2666.6694,102801.25,296.59128,155.26262,133.16017,139.95378,119.63207,121.928604,78.987144,38.994446,113.009415,77.976685,38.998966,113.018166
CGAN_ASD617,269.78763,280.71777,163.9009,163.14507,3327.2144,101282.21,292.9895,154.25832,136.32181,142.76848,121.46965,122.71488,78.828995,39.000053,113.01182,77.846855,38.970028,112.969795
CGAN_ASD618,182.9369,193.27856,115.252205,112.0658,1570.9254,100531.31,296.4649,156.32791,127.144585,130.71837,114.95833,117.84419,74.84981,37.928772,113.067566,74.839294,37.93704,112.94358
CGAN_ASD619,223.28334,233.14342,138.47101,135.88127,2393.4346,100628.36,295.91513,156.54585,126.13487,131.18033,115.13136,117.98981,74.8872,37.937176,113.05688,74.872375,37.93064,112.953316
CGAN_ASD620,260.61017,270.4936,164.88792,157.04906,3353.542,102120.36,299.94464,155.60974,124.24869,130.4047,114.96721,118.990486,75.115875,37.992455,113.03062,74.99965,37.98337,113.03078
CGAN_ASD621,189.66313,200.64899,118.03393,118.21507,1796.8788,101675.68,298.8787,154.96634,125.19246,129.01346,114.965805,116.83801,78.8903,38.987858,113.027435,77.91493,38.942043,112.967384
CGAN_ASD622,233.37495,239.93948,142.15123,141.2764,2628.4846,101019.64,294.2357,153.04971,127.236435,132.9745,115.141365,117.436325,78.92282,38.98881,113.00215,77.93912,38.959,113.004684
CGAN_ASD623,266.41953,275.83136,162.93692,162.19794,3315.37,101042.05,293.20844,153.34966,127.48627,132.81795,115.75276,117.32489,78.705475,38.969788,112.98689,77.70399,38.897278,112.98517
CGAN_ASD624,194.21408,201.70918,118.66433,115.42444,1644.5631,102390.125,295.08292,155.48633,141.4207,149.92369,124.42662,127.17038,74.80675,37.95852,113.01205,74.931,37.976357,112.975334
CGAN_ASD625,229.30838,238.17479,142.21033,136.18793,2528.9268,103188.11,295.93146,154.64696,141.656,150.61589,124.929695,128.30267,75.13146,37.98484,113.04851,75.12271,38.039364,112.996216
CGAN_ASD626,261.35864,278.41336,167.95087,158.19553,3524.5625,100180.07,301.33057,152.6636,141.78432,152.66658,127.5184,131.5915,74.94544,37.969772,113.07028,74.9227,37.95069,112.986694
CGAN_ASD627,190.77321,202.53593,119.10298,116.65541,1713.1005,102712.02,299.2445,155.13667,139.49588,147.08748,125.03389,127.621826,78.81334,38.968655,112.99575,77.841675,38.928688,112.994736
CGAN_ASD628,235.70569,245.43681,144.76859,141.36337,2678.8398,100193.32,294.47638,153.38995,142.56203,150.55527,125.758194,128.0391,79.13903,39.020134,113.03234,78.08471,39.05223,112.98879
CGAN_ASD629,272.8346,284.86945,164.74872,164.23927,3371.643,101583.72,292.8183,154.2415,141.8654,149.09096,125.01927,126.018616,78.90615,39.019,113.02718,77.92522,39.012096,112.95791
CGAN_ASD630,184.49239,197.19524,116.65273,112.46815,1558.3839,102001.74,297.1668,156.00534,136.74016,142.57553,121.67446,125.06813,75.1995,38.066525,113.0189,75.145935,38.051075,112.96184
CGAN_ASD631,225.51659,236.17502,136.04404,137.42989,2265.5415,101188.625,293.11517,157.41843,136.57079,142.74644,120.91417,123.05884,74.990166,37.998753,113.0794,75.06276,37.99476,112.90549
CGAN_ASD632,261.32584,272.00208,165.21567,156.1415,3305.5583,103139.016,298.08298,155.79556,133.89497,142.53548,120.658066,124.755905,75.22493,38.004948,113.03446,75.09479,38.026085,113.02976
CGAN_ASD633,190.04543,199.58623,117.01396,116.387955,1757.4209,100611.93,294.5397,154.44952,137.94724,144.31538,121.92513,124.123535,78.97723,38.985176,113.052315,77.99101,38.99824,112.96643
CGAN_ASD634,232.74763,240.43758,143.50749,140.17493,2625.3745,101083.61,294.38248,153.97578,136.3633,143.76552,121.320724,123.84289,79.08378,39.008625,113.01563,78.04412,39.020706,113.0088
CGAN_ASD635,270.02667,280.0798,163.65723,162.94714,3314.6396,101993.914,292.44012,154.59126,136.45314,143.29416,121.13412,122.52732,78.886246,39.00934,113.00986,77.896576,38.98449,112.97743
CGAN_ASD636,179.98318,189.13643,111.16411,112.22262,1554.1406,101867.99,294.63837,156.84966,118.34998,120.52178,109.432724,111.500824,75.17026,38.0306,113.03633,75.104294,38.020172,112.95451
CGAN_ASD637,221.39407,230.66258,138.07697,136.71632,2341.352,100659.05,295.44852,158.8484,116.84776,119.537254,109.06508,111.21953,74.700516,37.89584,113.04241,74.759605,37.878197,112.965256
CGAN_ASD638,252.63121,266.6764,156.89589,155.87338,2953.0247,100928.05,295.25415,159.41406,115.52268,118.93091,108.52174,111.001114,74.76944,37.95335,113.04784,74.84298,37.89105,112.94144
CGAN_ASD639,188.90515,199.82953,116.8435,119.19291,1792.0872,101253.586,297.62415,155.17525,117.77835,119.450165,109.25625,110.62773,78.64722,38.94852,113.04006,77.75192,38.882965,112.94055
CGAN_ASD640,230.13593,238.53905,140.68819,141.6655,2580.515,101175.33,295.3459,153.95425,118.089264,121.37554,109.09148,110.968735,78.68181,38.96166,113.00379,77.76733,38.884502,112.973
CGAN_ASD641,263.2855,269.46466,162.34398,159.9414,3267.2026,102660.586,296.1329,154.27441,116.89237,121.090775,108.53262,110.70891,78.778824,38.99928,112.972855,77.85582,38.919167,113.02083
CGAN_ASD642,182.05174,195.03732,117.964386,112.39244,1563.0826,102571.86,298.11694,155.62912,134.67911,139.48203,121.09951,124.29907,75.39331,38.125072,112.97844,75.17966,38.075943,112.977844
CGAN_ASD643,222.58432,238.37593,144.2301,136.28581,2646.273,102547.46,301.26932,155.47772,134.60643,139.49153,121.55092,124.71484,75.51877,38.119797,113.0573,75.2901,38.136692,112.984535
CGAN_ASD644,261.8596,271.94412,166.54527,156.56602,3367.5286,102827.89,298.91833,155.22223,132.02805,140.82045,119.977104,124.3946,75.15425,37.979984,113.023155,75.01265,37.991554,113.05021
CGAN_ASD645,187.80727,199.50653,117.452736,115.97209,1743.0216,99945.484,297.09076,154.41415,136.15997,142.14423,121.806915,124.24438,78.91507,38.984806,113.03313,77.902664,38.964134,112.959625
CGAN_ASD646,236.59474,241.62964,143.66803,142.47736,2644.184,103201.516,293.47894,155.21507,132.80371,140.0978,118.58713,120.88591,78.8831,38.963974,112.99528,77.90183,38.963673,113.03118
CGAN_ASD647,266.58386,275.1251,167.56815,160.87967,3462.5115,102096.016,298.81906,153.71017,131.87238,138.70319,119.76933,122.24768,79.06563,39.036427,112.98974,78.030525,39.024754,113.02829
CGAN_ASD648,190.01689,198.57806,115.905205,115.822266,1522.7657,100961.41,293.47812,158.14267,130.40178,134.96109,116.48665,118.739456,74.86918,37.961147,113.04983,74.95075,37.967587,112.920494
CGAN_ASD649,222.84761,235.66577,143.88484,136.93053,2515.335,103546.87,298.4351,158.3957,128.88321,132.30959,117.17041,119.98184,75.29766,38.04502,113.0355,75.06321,38.061474,112.987946
CGAN_ASD650,261.5938,274.48138,160.44296,159.7129,3140.0374,101385.18,294.9154,157.85497,129.39249,135.68086,117.541504,119.81059,74.98199,37.994705,113.047714,74.94281,37.954815,112.94119
CGAN_ASD651,187.78845,202.2199,118.78645,117.45367,1754.5068,100142.12,299.03485,155.22955,131.42,135.98076,119.3853,121.705475,78.883835,38.979916,113.03371,77.85687,38.933098,112.94108
CGAN_ASD652,231.5301,240.63571,144.72043,141.77895,2687.9932,102779.625,297.8894,155.51688,127.42674,132.70183,116.00444,118.07739,78.92194,38.999546,113.009926,77.95146,38.97919,113.00546
CGAN_ASD653,269.41278,276.01645,167.49998,162.33421,3423.578,103313.24,296.5699,154.95839,127.14259,133.84966,115.86699,118.36228,78.980095,39.008038,112.97517,77.962585,38.984478,113.04418
CGAN_ASD654,179.7569,195.0926,117.89947,113.6421,1465.5719,102920.516,297.8941,158.30994,128.75896,131.44798,117.65094,120.23171,75.32833,38.116383,112.96959,75.12709,38.047756,112.95203
CGAN_ASD655,229.68471,237.25787,139.2744,138.8401,2292.234,102593.2,292.99234,160.24878,128.13501,132.54253,115.41732,117.90053,74.94144,37.938057,113.043304,74.931854,37.969135,112.958466
CGAN_ASD656,261.23193,274.78647,165.99506,159.00491,3278.7944,100939.09,298.4419,158.19122,127.862625,134.62202,117.42021,121.23744,74.97769,37.95231,113.044365,74.875565,37.937534,112.9948
CGAN_ASD657,188.82457,201.86455,117.9146,118.029305,1728.9633,100149.11,297.0072,155.88957,131.29437,135.57787,118.50032,120.53715,78.83552,38.97192,113.043816,77.85959,38.9371,112.93835
CGAN_ASD658,231.81877,240.71089,143.85414,142.31667,2628.0356,103049.51,296.82703,156.67693,126.82299,131.80357,115.29861,117.22156,78.84427,38.985096,113.00788,77.89964,38.958664,113.00051
CGAN_ASD659,266.36426,274.86044,166.87817,161.49495,3377.0835,102679.73,297.6109,155.60721,126.4384,132.36668,115.73498,118.10187,78.97738,39.016174,112.98394,77.96655,38.987602,113.02717
CGAN_ASD660,192.67474,201.18091,118.03061,113.57849,1631.3568,101575.82,296.4445,154.20163,146.13414,155.58206,128.05907,131.22958,74.836426,37.96782,113.02583,75.002495,37.995804,112.983604
CGAN_ASD661,234.05638,241.69351,141.7601,139.40143,2465.8975,103673.4,293.4854,155.8022,145.2999,154.3433,126.69144,129.55661,75.13902,38.010433,113.04911,75.1875,38.055126,112.97618
CGAN_ASD662,265.52634,281.54974,163.63924,160.56833,3341.7292,101606.93,296.2949,154.29384,145.2872,155.72377,128.42694,130.84093,74.98811,38.010048,113.068115,75.02405,37.989574,112.93717
CGAN_ASD663,190.57991,200.88983,118.99203,115.82447,1720.5889,101667.17,297.38965,155.26663,143.9542,152.40472,127.31871,130.14299,78.94513,38.986034,113.003975,77.92845,38.98099,113.00197
CGAN_ASD664,239.01251,251.53404,145.74374,143.7334,2706.6147,99817.38,294.1755,153.92896,146.5638,154.29337,128.35771,130.10709,79.172165,39.04127,113.050644,78.13329,39.081623,112.95796
CGAN_ASD665,272.16537,282.19885,172.6686,161.94852,3567.5938,100949.1,297.79614,152.90808,143.52536,153.26147,127.62836,130.89305,79.3417,39.057316,112.9963,78.179306,39.098328,113.04691
CGAN_ASD666,183.78693,198.76147,122.36669,114.17791,1606.84,102364.79,300.49548,156.15189,132.9407,135.7465,120.59518,123.121445,75.55463,38.18599,112.986084,75.25887,38.125004,112.94658
CGAN_ASD667,227.57741,240.56459,137.35265,139.59451,2328.487,100333.734,293.4547,158.06776,134.13647,139.70787,120.01156,121.62489,74.774536,37.942513,113.078384,74.863884,37.930454,112.88828
CGAN_ASD668,266.17178,274.15982,163.85526,159.55307,3205.505,103900.125,294.94897,158.04425,130.66243,137.88582,118.07506,121.28888,75.09077,37.980743,113.0128,74.99855,37.990135,113.019745
CGAN_ASD669,192.42361,201.38379,117.9379,118.779434,1754.8906,102469.5,295.93225,156.3147,132.20299,137.68605,118.561646,120.54144,78.7664,38.955566,113.02295,77.84588,38.933315,112.982315
CGAN_ASD670,233.30089,241.97218,145.0345,141.94797,2672.3079,101875.19,296.5901,155.27104,131.46997,137.54778,118.657646,120.895996,78.97593,38.997993,113.009445,77.978455,38.99397,113.00946
CGAN_ASD671,271.26138,277.39246,167.83052,162.65108,3409.1187,102651.18,295.33453,154.91675,130.90565,138.37314,118.31688,120.9501,79.02191,39.004154,112.9736,77.98085,38.99632,113.04936
CGAN_ASD672,187.47229,199.14621,119.50696,114.75011,1627.1587,101141.555,297.64783,157.1194,132.56421,136.9641,119.27072,122.494705,75.03277,38.00693,113.031975,74.95757,37.994015,112.9588
CGAN_ASD673,216.8832,234.11053,144.44452,135.18597,2506.5425,103335.31,301.2024,156.93622,132.20349,134.78209,119.60033,121.80209,75.78149,38.217606,113.03551,75.455185,38.215298,112.938354
CGAN_ASD674,263.65237,275.57916,168.67307,158.57549,3402.5364,103498.63,300.0398,157.06367,129.10748,136.00584,118.120415,122.3221,75.12461,37.97983,113.02664,74.974754,37.995956,113.047264
CGAN_ASD675,191.55473,200.83615,120.56564,117.33232,1702.2596,102410.945,300.22983,156.48416,128.57098,133.90387,118.63656,120.74823,79.26016,39.080563,112.98975,78.175285,39.033943,113.01509
CGAN_ASD676,233.14532,241.50311,144.59828,142.42746,2668.6152,103103.55,296.88535,156.13017,129.11456,134.82117,116.93748,119.0195,78.92967,38.992943,113.00402,77.951614,38.981236,113.01425
CGAN_ASD677,272.24918,277.41647,167.10956,163.06432,3387.154,102914.79,294.2627,155.00552,130.09283,137.55594,117.42856,120.022705,78.996605,38.998104,112.96835,77.96712,38.986263,113.05304
CGAN_ASD678,182.4715,198.29703,121.868286,114.103065,1609.9742,102402.19,300.489,156.38074,131.87361,134.08708,119.72604,122.10888,75.359116,38.134705,112.999306,75.10669,38.074093,112.929
CGAN_ASD679,226.13135,239.56076,136.21556,139.58974,2328.803,100001.695,293.45776,158.06702,132.97046,138.48785,119.25017,120.85852,74.8287,37.958427,113.086464,74.901054,37.929577,112.871605
CGAN_ASD680,263.98224,274.19205,165.90749,158.7102,3306.4285,102744.4,297.3734,157.01654,129.5796,137.09665,117.99477,121.81633,75.16585,37.993725,113.025024,75.027985,37.996265,113.024956
CGAN_ASD681,188.8199,201.2831,118.76788,117.39675,1763.9663,101067.61,298.56836,155.4011,131.7554,136.73747,119.31301,121.525566,78.81549,38.96847,113.03105,77.840164,38.929565,112.95756
CGAN_ASD682,233.62196,241.89697,145.24776,142.20439,2690.408,102389.42,296.62598,155.2472,129.9619,135.92805,117.5134,119.71326,78.912704,38.98858,113.00875,77.935196,38.976418,113.00919
CGAN_ASD683,270.96292,278.79904,168.85754,162.5659,3439.2104,101040.98,295.67526,153.79294,131.66942,139.02354,119.13284,121.949265,79.06817,39.01321,112.98241,77.98685,38.999756,113.0298
CGAN_ASD684,182.55208,196.92761,119.4342,113.72382,1506.8508,103392.21,298.02054,157.17111,135.5703,140.15775,122.01308,125.01975,75.341194,38.124027,112.95266,75.14023,38.061993,112.9727
CGAN_ASD685,231.20215,239.19833,143.78583,137.99844,2493.9832,103043.65,295.6667,157.47095,135.07993,142.16855,120.60077,124.14025,75.09419,37.95848,113.03907,75.0475,38.015446,113.00603
CGAN_ASD686,262.54926,278.89197,158.9988,161.4337,3113.695,100558.71,293.8906,157.75227,136.4216,143.63802,122.18922,123.57964,74.82,37.98609,113.07203,74.88405,37.93123,112.88486
CGAN_ASD687,194.27205,203.97478,118.92865,118.66196,1779.3949,99535.56,293.50455,154.73152,139.3793,145.7903,123.01842,125.28052,78.952286,38.9704,113.049644,77.956726,38.98681,112.96265
CGAN_ASD688,230.52126,243.25668,147.13168,141.34659,2744.8894,101694.25,299.93484,155.15839,133.70073,139.62721,120.86975,123.15706,79.04391,39.025314,113.02687,78.02537,39.023834,112.991486
CGAN_ASD689,270.3323,279.42883,167.98167,162.76303,3396.386,100996.02,294.76913,154.61255,135.58047,142.98985,121.71617,124.08681,78.99486,39.00172,112.98884,77.92319,38.99207,113.017876
CGAN_ASD690,184.37544,194.52682,112.9424,113.302765,1469.7267,100543.586,294.08173,157.77678,127.68331,131.3371,114.825806,117.27596,74.89847,37.942436,113.05731,74.97115,37.962963,112.92488
